sample_id,chr2_DMR_182,chr17_DMR_544,chr17_DMR_735,chr19_DMR_21
GSE147221_3998998211_R05C02,-2.10588590581281,-0.515903026494271,-3.9475253247833,1.15206183014641
GSE147221_200379120147_R02C01,-1.45913096462807,0.495199702012137,-3.83819998670165,0.788418361522932
GSE147221_200379120027_R03C01,-1.83094034207361,1.67383921741811,-4.05318372724262,1.39318383178606
GSE80417_9828653144_R01C01,-1.62027943983398,1.83759547679561,-3.93364090908535,1.14290854703185
GSE80417_9980102041_R01C02,-1.27042068287322,1.7593560663572,-3.97251642977312,1.02597786240467
GSE80417_9992571046_R03C01,-1.6462364118053,1.37735256053841,-4.02809508034995,0.945328552057241
GSE80417_9971851022_R02C01,-2.17453334065365,0.622593918975721,-3.91036970520842,0.672376525594565
GSE84727_3999215187_R05C02,-1.86977567467557,0.662572205330268,-3.84971940582666,0.950152808214233
GSE80417_9992571076_R01C02,-2.14466515981156,0.816178104840758,-4.08919572387655,1.0989030583153
GSE147221_200379120042_R03C01,-2.02324628214331,1.73042908991553,-3.9704443525645,0.649371617532456
GSE147221_200090280126_R02C02,-1.15078448984128,0.965057962936563,-4.01651658420018,1.12582141905108
GSE84727_3998567021_R02C02,-1.23124630007679,1.13267399143613,-4.1237579699319,1.74727034160817
GSE147221_200379120082_R02C01,-2.44851569379219,0.468632119707282,-3.99313429386922,1.41956809247935
GSE80417_9741779020_R02C01,-1.68118693366994,1.02548279291817,-4.11323318742913,0.659957478790288
GSE80417_9980102038_R02C01,-2.0118938774276,0.982797770415026,-3.97239293418014,1.11305166375674
GSE80417_9806233073_R06C01,-2.20589217803476,1.02761194597282,-3.84685356625856,1.06157532034463
GSE84727_3998998070_R06C01,-2.25870453297588,1.08474297204749,-3.94544888368599,1.32147369343367
GSE80417_9971851152_R05C02,-1.55338330854907,1.41872063139669,-3.92101800753062,0.868247154929325
GSE80417_9829119225_R06C01,-2.18953838066905,0.481869696150148,-4.10240800220666,1.29771238730009
GSE80417_9769100109_R02C01,-1.81890592448389,1.3134896817876,-3.87426629736585,0.506473192871871
GSE147221_200397540049_R06C02,-2.04911865586786,1.35633071292222,-3.93527578005727,1.07055048991009
GSE147221_200379120002_R06C02,-1.26223295064297,1.32082012377214,-3.94313891422522,0.703246944196391
